t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_pitch_joint,tau_left_hip_roll_joint,tau_left_hip_yaw_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_pitch_joint,tau_right_hip_roll_joint,tau_right_hip_yaw_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_pitch_joint,lim_left_hip_roll_joint,lim_left_hip_yaw_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_pitch_joint,lim_right_hip_roll_joint,lim_right_hip_yaw_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0000,-0.00006,0.00000,0.75205,1.00000,-0.00000,-0.00093,-0.00000,0.03516,0.00007,0.68452,0.68452,0.00183,0.00007,2,0.03423,0.00183,0.034232,0.01478,-1.1824,0.0000,0.9512,-0.0021,-2.0771,-0.0004,0.7969,0,0.08500,0.03000,0.0862,0.0863,0.056853,0.118397,16.2346,-0.1228,132.0875,-8.9380,-0.6137,173.2324,16.2324,0.0513,131.8661,-8.9347,0.6301,173.0819,-0.083140,-0.000338,132.0804,0.025531,-0.000134,173.2324,-0.083266,0.000711,131.8589,0.025547,0.000147,173.0819,-0.32323,0.00004,-0.00002,0.70525,-0.38059,-0.00002,-0.32322,-0.00003,0.00001,0.70525,-0.38059,0.00002,0.00137,0.00120,0.00137,0.00120,-1.64538,-0.17808,0.11813,-14.64557,-5.62588,0.04878,-1.65162,0.17246,-0.11356,-14.62734,-5.63191,-0.09535,-1.18658,-0.79596,-1.18641,-0.79597,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0020,-0.00008,0.00000,0.75208,1.00000,-0.00000,-0.00093,-0.00000,0.03514,0.00007,0.68457,0.68452,0.00185,0.00007,2,0.03426,0.00185,0.034261,0.01455,-1.2295,-0.0000,0.7932,-0.0019,-1.8445,-0.0004,0.7003,0,0.08500,0.03000,0.2098,0.2100,-0.048802,0.118242,13.5376,-0.1198,136.0561,17.5220,-0.1972,139.2601,13.5357,0.0565,135.8364,17.5178,0.1418,139.0420,-0.068152,-0.000360,136.0505,-0.080125,-0.000289,139.2601,-0.068248,0.000671,135.8308,-0.080235,0.000615,139.0420,-0.32321,0.00004,-0.00002,0.70517,-0.38051,-0.00002,-0.32320,-0.00003,0.00001,0.70517,-0.38050,0.00002,0.00132,0.00118,0.00132,0.00118,-1.27097,-0.18190,0.11428,-14.10971,-3.92512,0.05315,-1.27726,0.17680,-0.11094,-14.09162,-3.93105,-0.09314,-1.22071,-0.84469,-1.22084,-0.84471,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0040,-0.00009,0.00000,0.75212,1.00000,-0.00000,-0.00094,-0.00000,0.03512,0.00007,0.68461,0.68452,0.00186,0.00007,2,0.03429,0.00186,0.034290,0.01422,-1.2583,-0.0001,0.6562,-0.0016,-1.6464,-0.0003,0.6089,0,0.08500,0.03000,0.1761,0.1763,-0.034992,0.118207,11.2001,-0.1180,139.4374,15.1119,-0.1576,143.0649,11.1983,0.0624,139.2193,15.1099,0.1060,142.8463,-0.056017,-0.000387,139.4329,-0.066315,-0.000324,143.0649,-0.056092,0.000645,139.2148,-0.066403,0.000604,142.8463,-0.32321,0.00004,-0.00002,0.70514,-0.38046,-0.00002,-0.32321,-0.00003,0.00001,0.70514,-0.38046,0.00002,0.00127,0.00116,0.00127,0.00116,-0.95008,-0.18687,0.11193,-13.65191,-2.47158,0.05806,-0.95627,0.18262,-0.10917,-13.63396,-2.47749,-0.09202,-1.24874,-0.88566,-1.24889,-0.88567,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0060,-0.00011,0.00000,0.75214,1.00000,-0.00000,-0.00094,-0.00000,0.03511,0.00007,0.68464,0.68452,0.00187,0.00007,2,0.03432,0.00187,0.034317,0.01380,-1.2772,-0.0001,0.5391,-0.0014,-1.4776,-0.0002,0.5233,0,0.08500,0.03000,0.1467,0.1469,-0.023635,0.118180,9.2017,-0.1164,142.3170,12.8791,-0.1550,146.3241,9.1999,0.0677,142.1003,12.8778,0.1083,146.1072,-0.046114,-0.000410,142.3133,-0.054958,-0.000351,146.3241,-0.046171,0.000624,142.0966,-0.055027,0.000587,146.1072,-0.32323,0.00004,-0.00002,0.70515,-0.38044,-0.00002,-0.32323,-0.00003,0.00001,0.70514,-0.38044,0.00001,0.00122,0.00114,0.00122,0.00114,-0.67385,-0.19110,0.11004,-13.25873,-1.22999,0.06233,-0.67991,0.18765,-0.10765,-13.24093,-1.23589,-0.09102,-1.27178,-0.92028,-1.27190,-0.92029,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0080,-0.00012,0.00000,0.75217,1.00000,-0.00000,-0.00094,-0.00000,0.03510,0.00008,0.68467,0.68452,0.00188,0.00007,2,0.03434,0.00188,0.034344,0.01332,-1.2882,-0.0001,0.4395,-0.0012,-1.3335,-0.0001,0.4436,0,0.08500,0.03000,0.1222,0.1224,-0.014313,0.118158,7.5013,-0.1148,144.7756,10.9308,-0.1534,149.0691,7.4994,0.0724,144.5602,10.9295,0.1122,148.8537,-0.037965,-0.000428,144.7726,-0.045634,-0.000373,149.0691,-0.038010,0.000606,144.5572,-0.045689,0.000569,148.8537,-0.32327,0.00004,-0.00002,0.70519,-0.38045,-0.00002,-0.32326,-0.00003,0.00001,0.70519,-0.38045,0.00001,0.00117,0.00113,0.00117,0.00113,-0.43525,-0.19472,0.10848,-12.91986,-0.16852,0.06597,-0.44122,0.19192,-0.10639,-12.90217,-0.17441,-0.09018,-1.29049,-0.94953,-1.29056,-0.94953,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0100,-0.00013,0.00000,0.75218,1.00000,-0.00000,-0.00094,-0.00000,0.03509,0.00008,0.68469,0.68452,0.00188,0.00007,2,0.03437,0.00188,0.034370,0.01278,-1.2923,-0.0001,0.3548,-0.0011,-1.2102,-0.0001,0.3696,0,0.08500,0.03000,0.1020,0.1022,-0.006615,0.118141,6.0558,-0.1134,146.8787,9.2664,-0.1518,151.3940,6.0539,0.0765,146.6643,9.2650,0.1156,151.1798,-0.031214,-0.000444,146.8763,-0.037936,-0.000390,151.3940,-0.031248,0.000592,146.6618,-0.037978,0.000554,151.1798,-0.32332,0.00004,-0.00002,0.70526,-0.38047,-0.00001,-0.32332,-0.00003,0.00001,0.70525,-0.38047,0.00001,0.00113,0.00112,0.00113,0.00112,-0.22864,-0.19781,0.10719,-12.62688,0.73997,0.06907,-0.23452,0.19555,-0.10535,-12.60929,0.73410,-0.08946,-1.30543,-0.97418,-1.30547,-0.97418,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0120,-0.00015,0.00000,0.75220,1.00000,-0.00000,-0.00093,-0.00000,0.03508,0.00008,0.68471,0.68452,0.00187,0.00007,2,0.03439,0.00187,0.034395,0.01220,-1.2905,-0.0002,0.2828,-0.0009,-1.1046,0.0000,0.3010,0,0.08500,0.03000,0.0853,0.0854,-0.000217,0.118126,4.8283,-0.1121,148.6811,7.8456,-0.1504,153.3653,4.8264,0.0800,148.4676,7.8443,0.1186,153.1523,-0.025586,-0.000456,148.6791,-0.031535,-0.000405,153.3653,-0.025612,0.000580,148.4656,-0.031568,0.000542,153.1523,-0.32338,0.00004,-0.00002,0.70534,-0.38051,-0.00001,-0.32338,-0.00003,0.00001,0.70534,-0.38050,0.00000,0.00108,0.00111,0.00108,0.00111,-0.04922,-0.20045,0.10614,-12.37273,1.51850,0.07172,-0.05503,0.19862,-0.10450,-12.35523,1.51264,-0.08884,-1.31712,-0.99492,-1.31713,-0.99492,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0140,-0.00016,0.00000,0.75221,1.00000,-0.00000,-0.00093,-0.00000,0.03508,0.00008,0.68473,0.68451,0.00187,0.00007,2,0.03442,0.00187,0.034418,0.01159,-1.2836,-0.0002,0.2218,-0.0008,-1.0139,0.0001,0.2375,0,0.08500,0.03000,0.0713,0.0714,0.005134,0.118114,3.7870,-0.1110,150.2289,6.6339,-0.1491,155.0391,3.7852,0.0832,150.0161,6.6325,0.1212,154.8270,-0.020871,-0.000467,150.2273,-0.026183,-0.000418,155.0391,-0.020889,0.000571,150.0146,-0.026209,0.000532,154.8270,-0.32345,0.00004,-0.00002,0.70545,-0.38055,-0.00001,-0.32345,-0.00003,0.00001,0.70544,-0.38055,-0.00000,0.00103,0.00111,0.00103,0.00111,0.10702,-0.20270,0.10529,-12.15148,2.18655,0.07397,0.10126,0.20122,-0.10382,-12.13405,2.18070,-0.08833,-1.32602,-1.01233,-1.32600,-1.01231,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0160,-0.00016,0.00000,0.75222,1.00000,-0.00000,-0.00092,-0.00000,0.03507,0.00008,0.68475,0.68451,0.00186,0.00007,2,0.03444,0.00186,0.034441,0.01096,-1.2725,-0.0002,0.1701,-0.0007,-0.9358,0.0001,0.1789,0,0.08500,0.03000,0.0597,0.0598,0.009631,0.118103,2.9048,-0.1099,151.5608,5.6012,-0.1479,156.4624,2.9030,0.0859,151.3487,5.5999,0.1234,156.2511,-0.016901,-0.000476,151.5595,-0.021685,-0.000428,156.4624,-0.016914,0.000563,151.3475,-0.021704,0.000524,156.2511,-0.32353,0.00004,-0.00002,0.70556,-0.38060,-0.00001,-0.32353,-0.00003,0.00002,0.70556,-0.38060,-0.00001,0.00098,0.00110,0.00098,0.00110,0.24346,-0.20461,0.10462,-11.95813,2.76063,0.07589,0.23775,0.20342,-0.10327,-11.94076,2.75479,-0.08790,-1.33252,-1.02688,-1.33247,-1.02686,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0180,-0.00017,0.00000,0.75223,1.00000,-0.00000,-0.00092,-0.00000,0.03507,0.00008,0.68476,0.68450,0.00185,0.00007,2,0.03446,0.00185,0.034462,0.01033,-1.2578,-0.0002,0.1264,-0.0006,-0.8685,0.0001,0.1248,0,0.08500,0.03000,0.0499,0.0500,0.013427,0.118095,2.1582,-0.1090,152.7093,4.7219,-0.1468,157.6745,2.1564,0.0883,152.4978,4.7205,0.1254,157.4640,-0.013545,-0.000484,152.7084,-0.017887,-0.000437,157.6745,-0.013553,0.000556,152.4968,-0.017901,0.000518,157.4640,-0.32362,0.00004,-0.00002,0.70569,-0.38066,-0.00000,-0.32362,-0.00003,0.00002,0.70568,-0.38065,-0.00001,0.00093,0.00110,0.00093,0.00110,0.36298,-0.20625,0.10409,-11.78849,3.25473,0.07751,0.35731,0.20528,-0.10285,-11.77117,3.24889,-0.08754,-1.33698,-1.03900,-1.33690,-1.03898,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
