tick,t,FR_hip_joint_q,FR_hip_joint_dq,FR_thigh_joint_q,FR_thigh_joint_dq,FR_calf_joint_q,FR_calf_joint_dq,FL_hip_joint_q,FL_hip_joint_dq,FL_thigh_joint_q,FL_thigh_joint_dq,FL_calf_joint_q,FL_calf_joint_dq,RR_hip_joint_q,RR_hip_joint_dq,RR_thigh_joint_q,RR_thigh_joint_dq,RR_calf_joint_q,RR_calf_joint_dq,RL_hip_joint_q,RL_hip_joint_dq,RL_thigh_joint_q,RL_thigh_joint_dq,RL_calf_joint_q,RL_calf_joint_dq,root_x,root_y,root_z,root_qw,root_qx,root_qy,root_qz,root_vx,root_vy,root_vz,root_wx,root_wy,root_wz
0,0.0000,-0.000107,-0.053697,0.999521,0.031714,-1.988214,-0.035523,0.000107,0.053697,0.999521,0.031714,-1.988214,-0.035523,-0.000120,-0.059997,0.999527,0.034924,-1.988222,-0.039812,0.000120,0.059997,0.999527,0.034924,-1.988222,-0.039812,0.00000,0.00000,0.30000,1.000000,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,0.0020,-0.000286,-0.089212,0.999610,0.044681,-1.988308,-0.047247,0.000286,0.089212,0.999610,0.044681,-1.988308,-0.047247,-0.000312,-0.096158,0.999622,0.047627,-1.988323,-0.050554,0.000312,0.096158,0.999622,0.047627,-1.988323,-0.050554,0.00000,0.00000,0.29996,1.000000,-0.000000,-0.000006,-0.000000,0.00029,0.00000,-0.02219,-0.00000,-0.00639,-0.00000
2,0.0040,-0.000504,-0.109031,0.999707,0.048589,-1.988406,-0.049106,0.000504,0.109031,0.999707,0.048589,-1.988406,-0.049106,-0.000541,-0.114134,0.999723,0.050381,-1.988424,-0.050560,0.000541,0.114134,0.999723,0.050381,-1.988424,-0.050560,0.00000,0.00000,0.29987,1.000000,-0.000000,-0.000015,-0.000000,0.00042,-0.00000,-0.04318,-0.00000,-0.00906,-0.00000
3,0.0060,-0.000738,-0.116834,0.999803,0.047921,-1.988500,-0.046808,0.000738,0.116834,0.999803,0.047921,-1.988500,-0.046808,-0.000779,-0.119337,0.999820,0.048527,-1.988518,-0.046733,0.000779,0.119337,0.999820,0.048527,-1.988518,-0.046733,0.00000,-0.00000,0.29974,1.000000,-0.000000,-0.000025,-0.000000,0.00047,-0.00000,-0.06342,-0.00000,-0.00982,-0.00000
4,0.0080,-0.000970,-0.116125,0.999893,0.044911,-1.988586,-0.042787,0.000970,0.116125,0.999893,0.044911,-1.988586,-0.042787,-0.001012,-0.116149,0.999909,0.044561,-1.988601,-0.041713,0.001012,0.116149,0.999909,0.044561,-1.988601,-0.041713,0.00000,-0.00000,0.29958,1.000000,-0.000000,-0.000035,-0.000000,0.00047,-0.00000,-0.08319,-0.00000,-0.00959,-0.00000
5,0.0100,-0.001189,-0.109806,0.999974,0.040761,-1.988662,-0.038142,0.001189,0.109806,0.999974,0.040761,-1.988662,-0.038142,-0.001227,-0.107867,0.999989,0.039740,-1.988674,-0.036528,0.001227,0.107867,0.999989,0.039740,-1.988674,-0.036528,0.00000,-0.00000,0.29937,1.000000,-0.000000,-0.000044,-0.000000,0.00045,-0.00000,-0.10265,0.00000,-0.00885,-0.00000
6,0.0120,-0.001390,-0.100127,1.000047,0.036158,-1.988729,-0.033409,0.001390,0.100127,1.000047,0.036158,-1.988729,-0.033409,-0.001421,-0.096852,1.000058,0.034729,-1.988738,-0.031591,0.001421,0.096852,1.000058,0.034729,-1.988738,-0.031591,0.00001,-0.00000,0.29913,1.000000,-0.000000,-0.000052,-0.000000,0.00041,-0.00000,-0.12194,0.00000,-0.00788,-0.00000
7,0.0140,-0.001567,-0.088747,1.000110,0.031509,-1.988786,-0.028861,0.001567,0.088747,1.000110,0.031509,-1.988786,-0.028861,-0.001590,-0.084736,1.000118,0.029889,-1.988792,-0.027065,0.001590,0.084736,1.000118,0.029889,-1.988792,-0.027065,0.00001,-0.00000,0.29884,1.000000,-0.000000,-0.000058,-0.000000,0.00037,-0.00000,-0.14113,0.00000,-0.00686,-0.00000
8,0.0160,-0.001721,-0.076841,1.000164,0.027055,-1.988836,-0.024645,0.001721,0.076841,1.000164,0.027055,-1.988836,-0.024645,-0.001736,-0.072593,1.000169,0.025413,-1.988838,-0.023010,0.001736,0.072593,1.000169,0.025413,-1.988838,-0.023010,0.00001,-0.00000,0.29852,1.000000,-0.000000,-0.000064,-0.000000,0.00032,-0.00000,-0.16029,-0.00000,-0.00586,-0.00000
9,0.0180,-0.001851,-0.065201,1.000210,0.022935,-1.988877,-0.020832,0.001851,0.065201,1.000210,0.022935,-1.988877,-0.020832,-0.001858,-0.061094,1.000211,0.021389,-1.988877,-0.019433,0.001858,0.061094,1.000211,0.021389,-1.988877,-0.019433,0.00001,-0.00000,0.29817,1.000000,-0.000000,-0.000069,-0.000000,0.00028,0.00000,-0.17944,-0.00000,-0.00494,-0.00000
10,0.0200,-0.001960,-0.054328,1.000248,0.019219,-1.988912,-0.017451,0.001960,0.054328,1.000248,0.019219,-1.988912,-0.017451,-0.001959,-0.050621,1.000247,0.017847,-1.988909,-0.016317,0.001959,0.050621,1.000247,0.017847,-1.988909,-0.016317,0.00001,-0.00000,0.29777,1.000000,-0.000000,-0.000073,-0.000000,0.00023,0.00000,-0.19862,-0.00000,-0.00412,-0.00000
11,0.0220,-0.002049,-0.044507,1.000280,0.015933,-1.988941,-0.014499,0.002049,0.044507,1.000280,0.015933,-1.988941,-0.014499,-0.002042,-0.041354,1.000277,0.014780,-1.988937,-0.013631,0.002042,0.041354,1.000277,0.014780,-1.988937,-0.013631,0.00001,0.00000,0.29733,1.000000,-0.000000,-0.000077,-0.000000,0.00020,0.00000,-0.21783,-0.00000,-0.00341,0.00000
